Quality Attribute, Design Principle,Primary Metric,Secondary Metric, Teriary Metric,Attribute_TestsTest,MethodTest,generateCSV,DesignPrincipals,MethodVisitor,AttributeTest,TestJDTree,StatementVisitor,DeclarationVisitor,DeclarationVisitorTest,ComplexityMetricsTest,MetricClasses,test,InheritanceMetrics,ClassMetrics,ClassMetricsTest,Method,CAMValues,NodeType,StatementVisitorTest,Class,ASTUtility,ComplexityMetrics,Attribute,SecondaryMetrics,MethodVisitorTest,ButtonHandler,MethodMetrics,AttributeMetricsTest,PrimaryMetrics,MainTest,ClassTest,JDTree,Activator,Calculator,MurgePulledValues,PerformanceTest,StatementTest,calculateValues,TertiaryMetrics,AttributeVisitorTest,QualityAttributes,Statement,MethodMetricsTest,PulledValues,AttributeMetrics,TestHandler,AttributeVisitor,CommentVisitor,

Effectiveness,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
,Abstraction,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
,,Average Number of Ancestors (ANA),,,
,,Fail Safe Defaults (FSD),,,2.0,2.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,
,,,Readability of Classified Attributes (RCA),,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
,,,Classified Instance Data Accessbility (CIDA),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
,,,,Classified Class Data Accessibility (CCDA),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
,,,,Classified Attributes Inheritance (CAI),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
,,Reduce Attack Surface (RAS),,,2.0,2.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,
,,,Readability of Classified Attributes (RCA),,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
,,,Classified Instance Data Accessbility (CIDA),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
,,,,Classified Class Data Accessibility (CCDA),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
,,,,Classified Attributes Inheritance (CAI),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
,,,Readability of Classifed Methods (RCM),,2.0,2.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,
,,,,Classified Operation Accessiblity (COA),1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,
,,,,Classified Methods Extensiblity (CME),0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,
,,,,Classified Methods Inheritance  (CMI),1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,
,,,Readability of Critical Classes (RCC),,
,,,,Reflection Package Boolean (RPB),
,,,,Composite-Part Critical Classes (CPCC),
,,,,Critical Classes Extensibility (CCE),
,,,,Critical Design Proportion (CDP),
,,,,Critical Superclasses Proportion (CSP),

,Compoisiton,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
,,Measure Of Aggregation (MOA),,,

,Encapsulation,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
,,Critical Element Ratio (CER),,,
,,Data Access Metric (DAM),,,
,,Data Access Metric (DAM),,,
,,,Writability Of Classified Methods (WCM),,Infinity,Infinity,Infinity,4.590909004211426,NaN,Infinity,NaN,NaN,NaN,Infinity,Infinity,NaN,NaN,NaN,NaN,Infinity,NaN,NaN,NaN,Infinity,NaN,0.1666666716337204,4.833333313465118,NaN,NaN,Infinity,NaN,5.136904537677765,Infinity,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Infinity,Infinity,Infinity,4.778333514928818,Infinity,3.3157894611358643,6.600000098347664,Infinity,3.8478260040283203,4.80952376127243,NaN,NaN,NaN,
,,,,Classified Attributes Interaction Weight (CAIW),Infinity,Infinity,Infinity,4.090909,9.0,Infinity,NaN,25.0,7.5,Infinity,Infinity,NaN,NaN,Infinity,Infinity,Infinity,5.142857,NaN,NaN,Infinity,6.7272725,0.0,4.0,8.666667,4.5,Infinity,NaN,4.428571,Infinity,4.5263157,NaN,NaN,7.75,4.0,5.428571,3.9655173,Infinity,Infinity,Infinity,4.32,Infinity,3.0,6.4,Infinity,3.347826,4.142857,NaN,12.0,11.0,
,,,,Classified Methods Weight (CMW),1.0,1.0,1.0,0.5,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,NaN,0.0,0.0,1.0,0.0,0.18181819,NaN,1.0,0.0,0.16666667,0.8333333,0.0,0.0,1.0,0.0,0.7083333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5,0.45833334,1.0,0.31578946,0.2,1.0,0.5,0.6666667,0.0,0.0,0.0,
,,,,Classified Writing Methods Proportion (CWMP),0.0,0.0,0.0,0.0,NaN,0.0,NaN,NaN,NaN,0.0,0.0,NaN,NaN,NaN,NaN,0.0,NaN,0.0,NaN,0.0,NaN,0.0,0.0,NaN,NaN,0.0,NaN,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN,NaN,NaN,
,,,,Uncalled Classified Accessor Method (UCAM),0.0,0.0,0.0,0.0,NaN,0.0,NaN,NaN,NaN,0.0,0.0,NaN,NaN,NaN,NaN,0.0,NaN,0.0,NaN,0.0,NaN,0.0,0.0,NaN,NaN,0.0,NaN,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN,NaN,NaN,
,,,Writability via Critical Classes (WCC),,
,,,,Critical Classes Coupling (CCC),
,,,,Critical Serialized Classes Proportion (CSCP),
,,,,Critical Superclasses Inheritance (CSI),
,,,,Unused Critical Accessor Class (UCAC),
,,Isolation (ISO),,,
,,,Writability Of Classified Methods (WCM),,Infinity,Infinity,Infinity,4.590909004211426,NaN,Infinity,NaN,NaN,NaN,Infinity,Infinity,NaN,NaN,NaN,NaN,Infinity,NaN,NaN,NaN,Infinity,NaN,0.1666666716337204,4.833333313465118,NaN,NaN,Infinity,NaN,5.136904537677765,Infinity,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Infinity,Infinity,Infinity,4.778333514928818,Infinity,3.3157894611358643,6.600000098347664,Infinity,3.8478260040283203,4.80952376127243,NaN,NaN,NaN,
,,,,Classified Attributes Interaction Weight (CAIW),Infinity,Infinity,Infinity,4.090909,9.0,Infinity,NaN,25.0,7.5,Infinity,Infinity,NaN,NaN,Infinity,Infinity,Infinity,5.142857,NaN,NaN,Infinity,6.7272725,0.0,4.0,8.666667,4.5,Infinity,NaN,4.428571,Infinity,4.5263157,NaN,NaN,7.75,4.0,5.428571,3.9655173,Infinity,Infinity,Infinity,4.32,Infinity,3.0,6.4,Infinity,3.347826,4.142857,NaN,12.0,11.0,
,,,,Classified Methods Weight (CMW),1.0,1.0,1.0,0.5,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,NaN,0.0,0.0,1.0,0.0,0.18181819,NaN,1.0,0.0,0.16666667,0.8333333,0.0,0.0,1.0,0.0,0.7083333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5,0.45833334,1.0,0.31578946,0.2,1.0,0.5,0.6666667,0.0,0.0,0.0,
,,,,Classified Writing Methods Proportion (CWMP),0.0,0.0,0.0,0.0,NaN,0.0,NaN,NaN,NaN,0.0,0.0,NaN,NaN,NaN,NaN,0.0,NaN,0.0,NaN,0.0,NaN,0.0,0.0,NaN,NaN,0.0,NaN,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN,NaN,NaN,
,,,,Uncalled Classified Accessor Method (UCAM),0.0,0.0,0.0,0.0,NaN,0.0,NaN,NaN,NaN,0.0,0.0,NaN,NaN,NaN,NaN,0.0,NaN,0.0,NaN,0.0,NaN,0.0,0.0,NaN,NaN,0.0,NaN,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN,NaN,NaN,
,,,Writability via Critical Classes (WCC),,
,,,,Critical Classes Coupling (CCC),
,,,,Critical Serialized Classes Proportion (CSCP),
,,,,Critical Superclasses Inheritance (CSI),
,,,,Unused Critical Accessor Class (UCAC),
,,,Readability of Critical Classes (RCC),,
,,,,Reflection Package Boolean (RPB),
,,,,Composite-Part Critical Classes (CPCC),
,,,,Critical Classes Extensibility (CCE),
,,,,Critical Design Proportion (CDP),
,,,,Critical Superclasses Proportion (CSP),
,,Least Commom Mechanism (LCM),,,
,,,Writability via Critical Classes (WCC),,
,,,,Critical Classes Coupling (CCC),
,,,,Critical Serialized Classes Proportion (CSCP),
,,,,Critical Superclasses Inheritance (CSI),
,,,,Unused Critical Accessor Class (UCAC),
,,,Readability of Critical Classes (RCC),,
,,,,Reflection Package Boolean (RPB),
,,,,Composite-Part Critical Classes (CPCC),
,,,,Critical Classes Extensibility (CCE),
,,,,Critical Design Proportion (CDP),
,,,,Critical Superclasses Proportion (CSP),

,Inheritance,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
,,Measure Of Functional Abtraction (MFA),,,null,null,null,null,null,null,null,null,null,null,null,null,null,1.0,1.0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,

